t_s,pos_err_m,cum_err_m
556392.7030165887,22719685.653948862,88617322547.29446
556992.7030165887,19509314.842883795,88636831862.13734
557592.7030165887,16232704.510952633,88653064566.6483
558192.7030165887,12968629.17234286,88666033195.82065
558792.7030165887,9817280.277541505,88675850476.09819
559392.7030165887,6938436.782883728,88682788912.88107
559992.7030165887,4708230.8933816245,88687497143.77446
560592.7030165887,4010195.7812941545,88691507339.55576
561192.7030165887,5171568.513455055,88696678908.06921
561792.7030165887,7118042.676565588,88703796950.74577
562392.7030165887,9183637.005294684,88712980587.75107
562992.7030165887,11157592.364293335,88724138180.11536
563592.7030165887,12976867.927870534,88737115048.04323
564192.7030165887,14628045.84027932,88751743093.88351
564792.7030165887,16116691.68435263,88767859785.56787
565392.7030165887,17464813.59442069,88785324599.1623
565992.7030165887,18697105.367803343,88804021704.53009
566592.7030165887,19836692.9075939,88823858397.43768
567192.7030165887,20909496.98130355,88844767894.41899
567792.7030165887,21930706.45974029,88866698600.87874
568392.7030165887,22906661.464561608,88889605262.3433
568992.7030165887,23837919.9171947,88913443182.2605
569592.7030165887,24709401.567025907,88938152583.82753
570192.7030165887,25499081.25483198,88963651665.08237
570792.7030165887,26178795.75896714,88989830460.84134
571392.7030165887,26709978.91833064,89016540439.75967
571992.7030165887,27055739.22762524,89043596178.9873
572592.7030165887,27178043.552292515,89070774222.5396
573192.7030165887,27037373.00787209,89097811595.54747
573792.7030165887,26604394.002350453,89124415989.54982
574392.7030165887,25854266.966406383,89150270256.51622
574992.7030165887,24769891.050208006,89175040147.56642
575592.7030165887,23350897.032771215,89198391044.5992
576192.7030165887,21610553.02220913,89220001597.6214
576792.7030165887,19584963.8027564,89239586561.42415
577392.7030165887,17347123.14331586,89256933684.56746
577992.7030165887,15026548.125842975,89271960232.6933
578592.7030165887,12857826.117214378,89284818058.81052
579192.7030165887,11247699.606346851,89296065758.41687
579792.7030165887,10752598.462749695,89306818356.87962
580392.7030165887,11733306.961858915,89318551663.84148
580992.7030165887,13996895.21816761,89332548559.05965
581592.7030165887,17069116.841555424,89349617675.9012
582192.7030165887,20556605.130545173,89370174281.03174
582792.7030165887,24198229.570383932,89394372510.60213
583392.7030165887,27815893.927271504,89422188404.5294
583992.7030165887,31279320.65291434,89453467725.18231
584592.7030165887,34483360.46763427,89487951085.64995
585192.7030165887,37339824.29594555,89525290909.94589
585792.7030165887,39775443.82065498,89565066353.76654
586392.7030165887,41728355.457343236,89606794709.22388
586992.7030165887,43149407.78841506,89649944117.0123
587592.7030165887,44003596.83178029,89693947713.84409
588192.7030165887,44269662.54692634,89738217376.391
588792.7030165887,43943231.18167698,89782160607.57268
589392.7030165887,43038644.905947424,89825199252.47862
589992.7030165887,41590802.805924125,89866790055.28455
590592.7030165887,39660866.06082477,89906450921.34537
591192.7030165887,37341215.08099199,89943792136.42636
591792.7030165887,34763661.39094593,89978555797.8173
592392.7030165887,32113035.311368868,90010668833.12868
592992.7030165887,29638323.584737767,90040307156.71341
593592.7030165887,27655331.17739652,90067962487.89081
594192.7030165887,26514319.48199329,90094476807.3728
594792.7030165887,26501945.69693507,90120978753.06973
595392.7030165887,27715860.745052844,90148694613.81479
595992.7030165887,30020627.512460712,90178715241.32726
596592.7030165887,33128778.220958136,90211844019.54822
597192.7030165887,36719149.97904896,90248563169.52727
597792.7030165887,40505431.77499579,90289068601.30226
598392.7030165887,44253472.487962864,90333322073.79022
598992.7030165887,47777766.48626224,90381099840.27649
599592.7030165887,50932023.27972209,90432031863.55621
600192.7030165887,53601324.324154876,90485633187.88037
600792.7030165887,55698487.40228267,90541331675.28265
601392.7030165887,57160690.50721593,90598492365.78987
601992.7030165887,57948294.71518799,90656440660.50507
602592.7030165887,58046097.08389077,90714486757.58896
603192.7030165887,57463137.553130575,90771949895.14209
603792.7030165887,56234867.099967666,90828184762.24205
604392.7030165887,54426546.31214702,90882611308.5542
604992.7030165887,52136328.94826606,90934747637.50247
605592.7030165887,49501036.9657958,90984248674.46826
606192.7030165887,46702534.711386144,91030951209.17964
606792.7030165887,43972063.5697184,91074923272.74936
607392.7030165887,41588732.77024118,91116512005.5196
607992.7030165887,39858926.58017817,91156370932.0998
608592.7030165887,39064951.16321504,91195435883.263
609192.7030165887,39389109.00610268,91234824992.2691
609792.7030165887,40849632.51332871,91275674624.78244
610392.7030165887,43297508.29698626,91318972133.07942
610992.7030165887,46475679.46911184,91365447812.54854
611592.7030165887,50091712.5262709,91415539525.07481
612192.7030165887,53868396.68265108,91469407921.75746
612792.7030165887,57566405.367115736,91526974327.12457
613392.7030165887,60988165.38613085,91587962492.5107
613992.7030165887,63975726.61169425,91651938219.12239
614592.7030165887,66407168.7989352,91718345387.92133
615192.7030165887,68192865.43316284,91786538253.35449
615792.7030165887,69273911.64626423,91855812165.00076
616392.7030165887,69621273.38621588,91925433438.38698
616992.7030165887,69235534.41541487,91994668972.8024
617592.7030165887,68148459.9717816,92062817432.77419
618192.7030165887,66424640.86336361,92129242073.63754
618792.7030165887,64164030.18868879,92193406103.82623
619392.7030165887,61506071.89247295,92254912175.7187
619992.7030165887,58632784.102537796,92313544959.82124
620592.7030165887,55770429.47210236,92369315389.29335
621192.7030165887,53185696.0856775,92422501085.37903
