t_s,pos_err_m,cum_err_m
633480.0,70299832.80747569,939498223321.9065
633540.0,70006250.79779413,939568229572.7043
633600.0,69711433.29424137,939637941005.9985
633660.0,69415509.63227439,939707356515.6309
633720.0,69118800.0194734,939776475315.6504
633780.0,68821558.83506104,939845296874.4855
633840.0,68524018.74737865,939913820893.2329
633900.0,68226329.19660802,939982047222.4296
633960.0,67928846.92422314,940049976069.3538
634020.0,67631825.54914206,940117607894.903
634080.0,67335486.93977958,940184943381.8428
634140.0,67040045.911335,940251983427.7542
634200.0,66745846.97621302,940318729274.7303
634260.0,66453156.83091144,940385182431.5613
634320.0,66162184.589444555,940451344616.1508
634380.0,65873207.69221288,940517217823.843
634440.0,65586556.082019165,940582804379.925
634500.0,65302506.726062626,940648106886.6511
634560.0,65021253.07416306,940713128139.7253
634620.0,64743131.54082777,940777871271.2661
634680.0,64468454.11864464,940842339725.3848
634740.0,64197504.19210465,940906537229.5769
634800.0,63930455.52660169,940970467685.1035
634860.0,63667698.80259412,941034135383.9061
634920.0,63409523.502264656,941097544907.4084
634980.0,63156193.78377141,941160701101.1923
635040.0,62907920.3402797,941223609021.5326
635100.0,62665080.39966226,941286274101.9323
635160.0,62427955.739966415,941348702057.6722
635220.0,62196780.638236254,941410898838.3104
635280.0,61971809.45820714,941472870647.7687
635340.0,61753385.72300285,941534624033.4917
635400.0,61541780.89441463,941596165814.3861
635460.0,61337192.06882454,941657503006.455
635520.0,61139909.396528095,941718642915.8514
635580.0,60950234.91993345,941779593150.7714
635640.0,60768421.66411092,941840361572.4354
635700.0,60594621.332391895,941900956193.7678
635760.0,60429151.1712298,941961385344.9391
635820.0,60272263.22932491,942021657608.1685
635880.0,60124176.99735187,942081781785.1658
635940.0,59985009.21324536,942141766794.379
636000.0,59855076.06881781,942201621870.4479
636060.0,59734577.27715068,942261356447.725
636120.0,59623671.58020607,942320980119.3052
636180.0,59522487.58259473,942380502606.8878
636240.0,59431276.3041811,942439933883.192
636300.0,59350195.36710415,942499284078.5591
636360.0,59279334.82232201,942558563413.3813
636420.0,59218827.13321247,942617782240.5145
636480.0,59168850.80733818,942676951091.3219
636540.0,59129514.32837953,942736080605.6503
636600.0,59100832.61058279,942795181438.2609
636660.0,59082935.57673236,942854264373.8376
636720.0,59075923.738182634,942913340297.5758
636780.0,59079851.406620055,942972420148.9824
636840.0,59094654.12683699,943031514803.1093
636900.0,59120455.14492118,943090635258.2542
636960.0,59157273.982181564,943149792532.2363
637020.0,59205091.3860449,943208997623.6223
637080.0,59263812.83894318,943268261436.4613
637140.0,59333502.64266987,943327594939.104
637200.0,59414116.12986442,943387009055.2339
637260.0,59505553.50159272,943446514608.7355
637320.0,59607713.73925759,943506122322.4747
637380.0,59720581.38335908,943565842903.858
637440.0,59844057.70131135,943625686961.5593
637500.0,59977965.784333035,943685664927.3436
637560.0,60122201.51819162,943745787128.8618
637620.0,60276674.32461969,943806063803.1864
637680.0,60441236.440739386,943866505039.6272
637740.0,60615639.691728115,943927120679.319
637800.0,60799782.45368408,943987920461.7727
637860.0,60993505.78909366,944048913967.5618
637920.0,61196616.81609906,944110110584.3778
637980.0,61408812.80391894,944171519397.1818
638040.0,61629992.60141472,944233149389.7832
638100.0,61859940.100257345,944295009329.8834
638160.0,62098404.572912835,944357107734.4563
638220.0,62345099.852562346,944419452834.3088
638280.0,62599870.584089115,944482052704.893
638340.0,62862473.103401005,944544915177.9963
638400.0,63132607.64639369,944608047785.6427
638460.0,63410012.606033266,944671457798.2488
638520.0,63694487.180040546,944735152285.4288
638580.0,63985768.56363627,944799138053.9924
638640.0,64283516.52272534,944863421570.5151
638700.0,64587501.62979775,944928009072.1449
638760.0,64897485.89860892,944992906558.0435
638820.0,65213195.18096084,945058119753.2244
638880.0,65534256.60150478,945123654009.8259
638940.0,65860479.73874519,945189514489.5647
639000.0,66191596.78910839,945255706086.3538
639060.0,66527315.95745211,945322233402.3112
639120.0,66867277.92988894,945389100680.2411
639180.0,67211297.6730874,945456311977.9142
639240.0,67559096.95718169,945523871074.8713
639300.0,67910361.97530031,945591781436.8467
639360.0,68264782.80477889,945660046219.6515
639420.0,68622154.27799484,945728668373.9294
639480.0,68982202.88736127,945797650576.8168
639540.0,69344597.58210897,945866995174.3989
639600.0,69709081.64619315,945936704256.0452
639660.0,70075434.03800121,946006779690.0831
639720.0,70443389.71534331,946077223079.7985
639780.0,70812604.05286098,946148035683.8513
639840.0,71182876.36821423,946219218560.2195
639900.0,71553972.97361465,946290772533.1931
639960.0,71925640.062991,946362698173.2561
640020.0,72297522.14411932,946434995695.4003
640080.0,72669476.55424093,946507665171.9545
640140.0,73041259.30467352,946580706431.2592
640200.0,73412606.95453522,946654119038.2137
